dialogueID,date,from,to,text
110301.tsv,2008-05-29T04:32:00.000Z,jrib,Chiselh_uk,"I am!"
224497.tsv,2011-09-11T15:09:00.000Z,jrib,Unknown17_,"no, this channel is for ubuntu support only."
29463.tsv,2011-11-16T00:26:00.000Z,jrib,LogicallyDashing,"did you close libre office completely and re-open it?"
97162.tsv,2009-09-25T19:39:00.000Z,jrib,ncopa,"ubiquity?  packages.ubuntu.com?"
224100.tsv,2010-08-22T02:44:00.000Z,jrib,orlandogro,"best to just ask the channel your actual question (on a single line)"
217653.tsv,2006-07-27T12:15:00.000Z,jrib,urakaipa,"yes, seems to be"
225227.tsv,2007-09-09T09:32:00.000Z,jrib,reon,"where do you see it on the system?"
224139.tsv,2008-10-07T06:33:00.000Z,jrib,qwerqwer,"COMMAND | tee some_file_to_save_the_output"
224139.tsv,2008-10-07T06:35:00.000Z,jrib,qwerqwer,"did you see what I said?"
225550.tsv,2007-04-03T05:20:00.000Z,jrib,cb__,"apt-cache policy libc6-dev"
206457.tsv,2008-03-30T18:03:00.000Z,jrib,lothar,"excuse me?"
206457.tsv,2008-03-30T18:30:00.000Z,jrib,lothar,"tj13820: get rid of the gcj web plugin..."
201309.tsv,2006-11-21T09:11:00.000Z,jrib,Joe_CoT,"wrong name?"
224336.tsv,2006-12-04T12:52:00.000Z,jrib,kmaynard,"he will lose a lot of settings, may be ebst to just rename them"
182205.tsv,2007-02-06T07:35:00.000Z,jrib,phrozen_one_,"you can probably write a udev rule"
182205.tsv,2007-02-06T07:36:00.000Z,jrib,phrozen_one_,"oh I thought you were the one asking about the usb stick, but I guess that is ravehanker"
225526.tsv,2009-07-30T02:40:00.000Z,jrib,Lunais,"like?"
174802.tsv,2007-04-24T06:42:00.000Z,jrib,ZERO_SHIFT,"can't you just double click on the volume icon to do that?"
174802.tsv,2007-06-29T05:08:00.000Z,jrib,ZERO_SHIFT,"visit http://paste.ubuntu-nl.org and paste there, then give us the url"
142031.tsv,2007-10-27T20:08:00.000Z,jrib,nan,"!please > DBAlex (read the private message from ubotu)"
142031.tsv,2007-10-27T20:09:00.000Z,jrib,nan,"!usplash > ironboy (read the private message from ubotu)"
87685.tsv,2008-12-13T18:54:00.000Z,jrib,mnel,"we like to keep this channel dedicated to ubuntu support only since it is so busy.  Mind moving your discussion over to #ubuntu-offtopic?"
120745.tsv,2008-03-13T06:42:00.000Z,jrib,karuna_bd1,"be more specific.  What game?"
204881.tsv,2007-05-02T09:25:00.000Z,jrib,Merjin,"choose 'recovery mode' from the grub menu and use this command to set a new password:  passwd YOUR_USERNAME_HERE"
226395.tsv,2010-05-20T17:58:00.000Z,jrib,jlmjvm,"did you do what it said?"
225034.tsv,2011-10-22T13:33:00.000Z,jrib,nan,"!language | jokar"
225034.tsv,2011-10-22T13:33:00.000Z,jrib,vega-,"early in the day :)"
225514.tsv,2009-12-13T01:34:00.000Z,jrib,Redeemed,"pastebin the command you ran and the full output as well as the contents of your /etc/apt/sources.list*"
225101.tsv,2012-09-27T01:35:00.000Z,jrib,turtle_,"yes, common bug -_-. Search for some smurf nvidia bug :)  (if you can't find the bug on launchpad, let me know and I will get it for you)"
165371.tsv,2011-01-22T05:52:00.000Z,jrib,WeeJeWel,"well you may want to pass --no-check-certificate..."
225981.tsv,2007-01-31T10:23:00.000Z,jrib,aortiz,"system > preferences > sound"
170485.tsv,2007-04-20T10:46:00.000Z,jrib,Argonak,"you tried setting http_proxy?"
224442.tsv,2007-12-13T22:47:00.000Z,jrib,DarkRaven,"32 unless you know exactly why you need 64"
224442.tsv,2007-12-13T22:48:00.000Z,jrib,DarkRaven,"definitely 32 then"
224240.tsv,2012-04-13T17:58:00.000Z,jrib,bananapie,"read « man ssh_config ».  Pretty sure there's an option to disable the check..."
224240.tsv,2012-04-13T17:58:00.000Z,jrib,bananapie,"but why would you constantly be getting that message for the same server?"
224240.tsv,2012-04-13T18:02:00.000Z,jrib,bananapie,"so turn it off for 192.168.1.1"
80520.tsv,2009-02-26T06:36:00.000Z,jrib,nan,"!ntfs | deathtech"
80520.tsv,2009-02-26T06:37:00.000Z,jrib,zim1,"no"
224338.tsv,2010-09-06T05:26:00.000Z,jrib,JohnSQ,"https://help.ubuntu.com/community/32bit_and_64bit#Memory"
63725.tsv,2012-10-27T20:18:00.000Z,jrib,kunji,"use rsync"
158799.tsv,2007-10-31T18:06:00.000Z,jrib,herbalise,"disable the cd in system -> administration -> software sources"
117069.tsv,2009-07-31T21:07:00.000Z,jrib,carldani,"try packages.ubuntu.com"
159609.tsv,2007-07-03T13:53:00.000Z,jrib,darkskye,"idk, but the wiki should provide step by step instructions if you do need to download it"
159609.tsv,2007-07-03T14:01:00.000Z,jrib,darkskye,"apparently it's included in the distro, but maybe someone here knows more about why it doesn't 'just work' for you"
220079.tsv,2007-06-18T05:44:00.000Z,jrib,nan,"!apt > nivekc1 (see the private message from ubotu)"
220079.tsv,2007-06-18T05:45:00.000Z,jrib,nan,"!root > blood (see the private message from ubotu)"
224589.tsv,2009-03-19T16:38:00.000Z,jrib,mashman,"what does that mean...?"
224589.tsv,2009-03-19T17:00:00.000Z,jrib,mashman,"you know you can buy a 16gb flash stick for like 20 bucks and put ubuntu on it?"
164457.tsv,2008-03-19T20:56:00.000Z,jrib,mogli,"imagemagick"
42949.tsv,2010-05-14T00:04:00.000Z,jrib,nze,"why do you want to?  You could use vnc I suppose"
224984.tsv,2007-03-16T10:31:00.000Z,jrib,ambesc,"I use this to switch caps_lock and esc, I don't know if it will work for you: http://paste.ubuntu-nl.org/10640/"
224984.tsv,2007-03-16T10:34:00.000Z,jrib,ambesc,"that's a file for xmodmap btw"
225688.tsv,2009-08-03T03:12:00.000Z,jrib,jejedi,"best to just ask the channel your actual question (on a single line)"
225518.tsv,2011-10-17T19:13:00.000Z,jrib,kimma,"as long as you use a supported version, that's fine"
226018.tsv,2011-04-24T21:03:00.000Z,jrib,Ivan96485,"you need to provide context."
226018.tsv,2011-04-24T21:04:00.000Z,jrib,Ivan96485,"if you read « man wget » it will describe all of the options.  '-O' (capital) tells wget where to save the output"
226257.tsv,2007-02-06T11:22:00.000Z,jrib,baracuda,"!dvd tells the bot to give you information about 'dvd'.  ubotu gave you a link to a wiki page about Seveas' packages.  Seveas' packages contain libdvdcss"
226257.tsv,2007-02-06T11:24:00.000Z,jrib,baracuda,"I'm not sure if that page is very explicit about how to add the repositories.  If you aren't sure just ask"
225252.tsv,2010-05-11T19:54:00.000Z,jrib,PHP_Arun,"upgrade from what?"
225252.tsv,2010-05-11T19:55:00.000Z,jrib,PHP_Arun,"sorry, missed your statement.  You can upgrade using an iso as theadmin said by going to 9.10 first, then 10.04.  You have to use the alternate cd if you want to use an iso and not use the update-manager online"
224529.tsv,2007-06-20T08:33:00.000Z,jrib,XristinaTv,"then you need to be more specific"
224529.tsv,2007-06-20T08:35:00.000Z,jrib,XristinaTv,"you need to explain what exactly goes wrong when you follow the page or what exactly does not make sense to you"
184328.tsv,2007-01-20T16:51:00.000Z,jrib,Hyarion2,"have you read the wireless docs on the wiki?"
224507.tsv,2007-08-21T08:55:00.000Z,jrib,TestingXub,"I see, might want to check bugs.ubuntu.com and ubuntuforums.org for your hardware to see if anyone had a similar problem"
225587.tsv,2006-11-29T08:17:00.000Z,jrib,Kud0s,"you shouldn't see it unless you set it I believe"
225587.tsv,2006-11-29T08:17:00.000Z,jrib,Kud0s,"sorry, wrong name :)"
224132.tsv,2008-06-13T16:46:00.000Z,jrib,psaikido,"deluser is probably better"
224132.tsv,2008-06-13T16:46:00.000Z,jrib,psaikido,"thought it probably won't resolve your issue"
225764.tsv,2007-01-17T11:02:00.000Z,jrib,skvn,"see the section on permissions specifically (look for umask or fmask/dmask)"
224433.tsv,2009-11-14T19:16:00.000Z,jrib,Rizwan,"#winehq for support with wine, but see ubottu's appdb first"
224496.tsv,2009-02-18T09:52:00.000Z,jrib,G-Blunted,"ls -l"
118559.tsv,2008-04-28T02:43:00.000Z,jrib,jonas3d,"try the troubleshooting steps ubotu sent you"
119412.tsv,2008-04-27T23:47:00.000Z,jrib,cpu,"dvd contains all of the main repository so you don't need to grab the packages from the internet"
225406.tsv,2007-09-02T15:50:00.000Z,jrib,Phydoux,"system -> administration -> system montiro, 'kill', 'pkill', or 'xkill' (easiest for gui apps)"
75039.tsv,2010-01-30T22:11:00.000Z,jrib,indietrash,"the desktop cd is both a live cd and install cd"
225845.tsv,2012-11-10T02:34:00.000Z,jrib,dev_rand,"#python for that"
226314.tsv,2007-01-19T15:07:00.000Z,jrib,amigrave,"the most unofficial?"
226424.tsv,2006-08-31T16:26:00.000Z,jrib,DJBlits,"try wine and cedega"
224208.tsv,2007-03-30T12:47:00.000Z,jrib,lwp,"tar.gz with proper structure"
224208.tsv,2007-03-30T13:01:00.000Z,jrib,lwp,"cgwd?  Where did you get it?"
224809.tsv,2007-05-18T06:53:00.000Z,jrib,Fezzler,"I've never installed samba, but the ubuntu docs are pretty good.  Do you know where tehy are?"
84792.tsv,2009-02-07T19:22:00.000Z,jrib,tom_eats_lives,"meld, kdiff3, vimdiff, there's some more I can't remember"
225339.tsv,2009-02-07T21:03:00.000Z,jrib,RickX,"of course"
225083.tsv,2011-09-12T19:02:00.000Z,jrib,Dazzled,"jockey-text"
225723.tsv,2006-09-29T06:09:00.000Z,jrib,^Down,"have you enabled dma?"
226090.tsv,2009-09-13T16:31:00.000Z,jrib,faisal,"a new website?  You mean you want to run apache?"
224801.tsv,2008-01-12T08:00:00.000Z,jrib,Bascote,"nope, just ask"
224801.tsv,2008-01-12T08:02:00.000Z,jrib,Bascote,"why?"
225342.tsv,2012-05-07T03:32:00.000Z,jrib,musixuser_,"not much.  Ask your real question please"
47067.tsv,2010-01-20T01:40:00.000Z,jrib,alamati,"try #compiz, you need to use ccsm"
224190.tsv,2008-10-30T05:47:00.000Z,jrib,Fezzler1,"it's not risky if you have backups, which you should have for any data you care about anyway"
225994.tsv,2006-07-11T05:50:00.000Z,jrib,TrioTorus,"install the gcc-3.4 package and then do 'export CC=gcc-3.4' before ./configure"
224123.tsv,2008-11-03T22:16:00.000Z,jrib,igors,"get rid of 'quiet' in your /boot/grub/menu.lst"
224376.tsv,2011-08-05T00:56:00.000Z,jrib,Dexo,"probably not"
225004.tsv,2011-12-07T18:36:00.000Z,jrib,janolap1,"8.04 desktop is no longer supported"
226051.tsv,2007-06-27T14:45:00.000Z,jrib,oupagryse,"you should just install a fresh 7.04 since you would need to upgrade one by one and I'm not sure those early repos are still up even"
224587.tsv,2007-03-24T07:44:00.000Z,jrib,aeroplane,"it's best to wait until feisty is released"
224587.tsv,2007-03-24T07:51:00.000Z,jrib,aeroplane,"/msg PERSON MESSAGE   ask for permission first"
224183.tsv,2008-12-06T21:25:00.000Z,jrib,Shortguy109,"you need to create the mark point first.  mkdir /mnt/Downloads"
166459.tsv,2007-06-10T12:16:00.000Z,jrib,Knoeki,"I believe there is some nautilus script floating around to do it as well"
225645.tsv,2010-05-20T04:51:00.000Z,jrib,BlAck6j73,"please don't do that"
225645.tsv,2010-05-20T04:52:00.000Z,jrib,BlAck6j73,"link to official documentation, using the bot if you want a quick way (!flash).  Not some random blogsearch page with no mention of flash when you visit it please :)"
225720.tsv,2011-08-04T15:21:00.000Z,jrib,Chris_H,"try 'last'"
224586.tsv,2008-02-13T20:18:00.000Z,jrib,Whitman,"COMMAND &"
225732.tsv,2008-08-26T08:06:00.000Z,jrib,Rolaulten,"call gnome-terminal with --geometry=whateveryouwant"
225732.tsv,2008-08-26T08:07:00.000Z,jrib,Rolaulten,"instead of starting gnome-terminal with 'gnome-terminal', you start it with 'gnome-terminal --geometry=GEOMETRY'"
224738.tsv,2006-12-06T09:27:00.000Z,jrib,djsmacedo,"yes"
224738.tsv,2006-12-06T09:28:00.000Z,jrib,djsmacedo,"vomos ao #ubuntu-pt"
225644.tsv,2007-08-17T16:31:00.000Z,jrib,dlx,"what features?"
225644.tsv,2007-08-17T16:31:00.000Z,jrib,dlx,"oh, if you just want a library try amarok like dlx said"
226019.tsv,2007-04-01T11:52:00.000Z,jrib,SpOrTiF,"he's a supybot"
36359.tsv,2010-10-21T02:26:00.000Z,jrib,vu1kan,"gconf"
224201.tsv,2008-06-08T17:10:00.000Z,jrib,duduman,"what exactly do you mean by 'application runner'?"
224201.tsv,2008-06-08T17:44:00.000Z,jrib,duduman,"gksudo gedit /boot/grub/menu.lst"
121757.tsv,2008-03-07T09:07:00.000Z,jrib,Karsyt1,"apt-cache policy wine"
224012.tsv,2008-10-31T02:48:00.000Z,jrib,hahalla,"do you want to keep windows?"
224012.tsv,2008-10-31T02:50:00.000Z,jrib,hahalla,"will be as easy as putting the cd in your computer, rebooting, and booting from the cd then"
225529.tsv,2007-02-22T07:29:00.000Z,jrib,spiraldark,"after enabling multiverse, use your favorite package manager to install the 'mencoder' package"
225566.tsv,2006-11-05T08:09:00.000Z,jrib,netpython,"install build-essential, it includes binutils which has objdump.  You can use packages.ubuntu.com to search for packages containing a certain file by the way"
2656.tsv,2012-06-20T23:45:00.000Z,jrib,nan,"!info daemontools | soawesomejohn"
2656.tsv,2012-06-20T23:47:00.000Z,jrib,nan,"!pastebinit | nitroh"
226072.tsv,2011-11-23T22:05:00.000Z,jrib,shanky,"nginx-common according to ubottu.  You should just be able to do something like: apt-get -o DPkg::Options::='--force-confmiss' --reinstall install nginx-common"
177653.tsv,2011-05-02T16:19:00.000Z,jrib,stix,"[:space:] (see 'man grep')"
226360.tsv,2012-10-18T03:32:00.000Z,jrib,systems,"https://help.ubuntu.com/12.04/serverguide/email-services.html"
9096.tsv,2011-11-20T20:12:00.000Z,jrib,xruud,"just add the folder where you mount it as a bookmark in nautilus"
225135.tsv,2007-02-26T16:55:00.000Z,jrib,nowhere,"that will work, it just may not do what you want"
225135.tsv,2007-02-26T16:57:00.000Z,jrib,nowhere,"note, that kane77's suggestions will not copy files that start with '.'"
135826.tsv,2009-08-03T22:49:00.000Z,jrib,yancho,"haha yes"
135826.tsv,2009-10-25T16:09:00.000Z,jrib,yancho,"6.06 -> 8.04 -> 8.10 -> 9.04"
224113.tsv,2010-09-11T15:43:00.000Z,jrib,Werner_,"best to just ask the channel your actual question (on a single line)"
225805.tsv,2006-09-13T06:00:00.000Z,jrib,byp_,"/names"
224641.tsv,2006-10-07T06:29:00.000Z,jrib,Aaron2,"/window new,  but you can just join a channel and a new window gets created"
224641.tsv,2006-10-07T06:30:00.000Z,jrib,Aaron2,"the key is that you can switch with ctrl-n, ctrl-p  or  alt-#  where # is the window number"
225562.tsv,2010-04-30T21:38:00.000Z,jrib,Keith12125,"http://archive.ubuntu.com/ubuntu/dists/lucid/main/installer-amd64/current/images/netboot/mini.iso feel free to update wiki"
225540.tsv,2012-04-21T12:26:00.000Z,jrib,nan,"!password | nemo_"
225540.tsv,2012-04-21T12:31:00.000Z,jrib,nemo_,"hold shift while booting"
156206.tsv,2008-02-18T19:55:00.000Z,jrib,CrazyTB,"make sure you have the -updates repo enabled"
156206.tsv,2008-02-18T20:01:00.000Z,jrib,CrazyTB,"try toggling 'gutsy-updates' in software properties.  Or just edit sources.list directly and add multiverse to the gutsy-updates line"
226172.tsv,2007-02-18T14:15:00.000Z,jrib,atla,"feisty help in #ubuntu+1"
4953.tsv,2012-11-26T02:48:00.000Z,jrib,alusion_,"sure, you can use pastebinit for that"
224763.tsv,2011-06-16T17:35:00.000Z,jrib,andrewS,"check out zssh sz and rz"
225817.tsv,2008-03-18T18:46:00.000Z,jrib,MinusSeven,"dos2unix in the tofrodos package"
225865.tsv,2007-02-07T16:26:00.000Z,jrib,notgod,"it's lshw"
226346.tsv,2011-04-09T02:57:00.000Z,jrib,Perceptron,"grep pattern file1 file2 ..."
224087.tsv,2006-10-27T09:39:00.000Z,jrib,davidenik,"xchat, irssi"
226118.tsv,2006-12-06T10:51:00.000Z,jrib,plsDaemon,"how are you installing java?"
226118.tsv,2006-12-06T10:51:00.000Z,jrib,plsDaemon,"why not use the ubuntu packages?  Then alternatives will get setup for you"
199876.tsv,2008-06-19T04:48:00.000Z,jrib,clash,"yes, we are all part of the no trash-icon event sound for clash conspiracy... more likely, we just don't know how to fix your issue :)"
18015.tsv,2011-09-27T05:04:00.000Z,jrib,djr013,"/msg ubottu offtopic"
226404.tsv,2008-12-02T17:52:00.000Z,jrib,vivz,"you need to be a little more specific"
226404.tsv,2008-12-02T17:53:00.000Z,jrib,vivz,"#gtk+ on GIMPNet or on freenode then"
138742.tsv,2011-02-14T04:50:00.000Z,jrib,htc,"'apache etc file thing' is too vague.  If you're looking for /etc/apache2/apache2.conf, then you could do: sudo nano /etc/apache2/apache2.conf I guess...  What exactly do you want to accomplish?"
226004.tsv,2007-10-19T18:08:00.000Z,jrib,cwkaya,"best to just ask the channel your next question and see if anyone knows the answer"
226004.tsv,2007-10-19T18:10:00.000Z,jrib,cwkaya,"so you want java plugin on 64bit?"
224069.tsv,2012-10-07T00:11:00.000Z,jrib,ls612,"#ubuntu+1 for 12.10 discussion"
76954.tsv,2009-05-30T02:48:00.000Z,jrib,Orange_v_Blue,"what exactly are you trying to install...?"
54755.tsv,2009-10-22T05:37:00.000Z,jrib,nevets04,"yes"
224346.tsv,2009-07-21T19:52:00.000Z,jrib,Heyyou,"please don't do that here"
26134.tsv,2011-05-09T02:28:00.000Z,jrib,fizyplankton,"ask the mac channel :)"
224013.tsv,2009-10-28T14:43:00.000Z,jrib,AivariuX,"~/.xchat I guess?"
224013.tsv,2009-10-28T14:43:00.000Z,jrib,AivariuX,"or maybe ~/.xchat2"
8935.tsv,2011-11-23T19:50:00.000Z,jrib,atlasair,"at the login screen, you should be able to change your session"
225091.tsv,2007-09-16T15:01:00.000Z,jrib,chemotax,"http://cdimages.ubuntu.com/releases/feisty/release/ dvd images for ubuntu"
225091.tsv,2007-09-16T15:01:00.000Z,jrib,chemotax,"yes"
225091.tsv,2007-09-16T15:20:00.000Z,jrib,chemotax,"please respect others in this channel"
168107.tsv,2007-04-29T12:37:00.000Z,jrib,nan,"MrCr4cK: no, just ./autogen.sh"
168107.tsv,2007-04-29T12:38:00.000Z,jrib,nan,"MrCr4cK: ignore that, sorry"
224518.tsv,2006-07-12T06:32:00.000Z,jrib,sharms,"apt-cache search imagemagick perl"
224318.tsv,2008-04-03T18:20:00.000Z,jrib,metroside,"probably not"
224318.tsv,2008-04-03T18:21:00.000Z,jrib,metroside,"how did you install it and remove it?"
12345.tsv,2011-08-15T15:32:00.000Z,jrib,haaalp,"windows is on /dev/sda1?"
12345.tsv,2011-08-15T15:33:00.000Z,jrib,haaalp,"ok"
225172.tsv,2009-11-04T16:34:00.000Z,jrib,Bruc,"you can do that in compiz using CCSM (or at least you could at one point).  Try #compiz"
225172.tsv,2009-11-04T16:45:00.000Z,jrib,Bruc,"you'll get bored in a couple of days ;)"
226264.tsv,2006-09-27T08:13:00.000Z,jrib,ba,"what do you need help with?"
226264.tsv,2006-09-27T08:14:00.000Z,jrib,ba,"ubotu sent you isntructions in a private message"
42338.tsv,2011-03-03T21:27:00.000Z,jrib,ninjai,"depends on the permissions of the user rsync is running as on the server"
224596.tsv,2008-02-04T19:49:00.000Z,jrib,Gowmsy,"you actually deleted the audio group or just removed yourself from it?"
224412.tsv,2011-10-01T05:38:00.000Z,jrib,kaushik_,"cheese?"
225814.tsv,2008-10-19T21:23:00.000Z,jrib,partisan11,"yes"
225814.tsv,2008-11-01T05:22:00.000Z,jrib,partisan11,"epiphany has the adblock extension"
225022.tsv,2008-03-16T17:46:00.000Z,jrib,IsotropicSpin,"it does not usually take years, but it can be a few minutes depending on the file"
226420.tsv,2012-04-18T17:53:00.000Z,jrib,hoodedice,"try #xubuntu"
225772.tsv,2009-01-18T03:45:00.000Z,jrib,parrot,"do you have an ubuntu support question?"
48653.tsv,2010-11-18T16:15:00.000Z,jrib,sda_,"disown"
225888.tsv,2006-11-01T08:37:00.000Z,jrib,Ace_NoOne,"I've only seen problems with the upgrade route for some people, but try both live cd's and see what you prefer"
102206.tsv,2008-08-12T18:46:00.000Z,jrib,nan,"!upgrade > cara (read the private message from ubottu)"
102206.tsv,2008-08-12T18:48:00.000Z,jrib,nan,"!md5sums | sabayonlive-2977"
188696.tsv,2007-04-01T06:24:00.000Z,jrib,Acetylene,"go to edgy first"
109763.tsv,2008-06-01T01:46:00.000Z,jrib,gorio_,"locate itmodprobe.conf    I'd guess it's in /etc/ somewhere"
225657.tsv,2009-11-19T06:45:00.000Z,jrib,Typh,"if you set a device label, it should use the label"
225657.tsv,2009-11-19T06:46:00.000Z,jrib,Typh,"yes"
205739.tsv,2006-10-24T15:30:00.000Z,jrib,ianmacgregor,"fridge.ubuntu.com"
225902.tsv,2010-09-20T01:44:00.000Z,jrib,ceej,"remastersys?"
226164.tsv,2011-09-18T14:59:00.000Z,jrib,MeirD,"./meir.py or more generally /path/to/meir.py assuming it is executable and you have python in the shebang line"
88668.tsv,2008-12-04T17:59:00.000Z,jrib,ataufik,"install w32codecs from the medibuntu repository"
191416.tsv,2010-09-06T07:20:00.000Z,jrib,robb,"yes, use 'su - USERNAME'"
224728.tsv,2012-10-03T15:18:00.000Z,jrib,nirav,"what ubuntu version?"
224728.tsv,2012-10-03T15:18:00.000Z,jrib,nirav,"open nautilus, right click on a directory, go to properties, open with"
224295.tsv,2011-10-12T19:19:00.000Z,jrib,Bash,"##hardware"
226372.tsv,2006-07-20T15:39:00.000Z,jrib,Zooliegsm,"sudo fdisk -l"
226372.tsv,2006-07-20T15:41:00.000Z,jrib,Zooliegsm,"no need to apologize"
226372.tsv,2006-07-20T15:44:00.000Z,jrib,Zooliegsm,"that doesn't get changed for some reason with gparted (happened to me too) but it's ok, just mount it as ext3"
224950.tsv,2008-05-27T08:20:00.000Z,jrib,bbyever,"huh?"
224950.tsv,2008-05-27T08:22:00.000Z,jrib,bbyever,"he seems to be gone now, thanks for letting us know"
225157.tsv,2006-08-30T12:27:00.000Z,jrib,silentjihad,"not sure what vla is but install w32codecs to get them to work in mplayer"
226226.tsv,2008-03-06T16:50:00.000Z,jrib,NinjaPlimsoles,"Keith___: mind moving the anime discussion to #ubuntu-offtopic?"
226226.tsv,2008-03-06T16:51:00.000Z,jrib,NinjaPlimsoles,"I'm asking nicely.  This channel is dedicated to ubuntu support only.  That's the reason for #ubuntu-offtopic existing"
225596.tsv,2009-07-14T18:05:00.000Z,jrib,stratocaster,"what do you mean by 'protect'?  What are you trying to do?"
60822.tsv,2011-08-12T05:37:00.000Z,jrib,zruty,"probably ffmpeg"
45793.tsv,2010-02-17T01:17:00.000Z,jrib,Kohar,"what does it do?"
225672.tsv,2007-09-16T15:37:00.000Z,jrib,EliteInsane,"what card?"
224470.tsv,2008-10-16T18:09:00.000Z,jrib,divinesoul,"no one can help you if you make remarks like that instead of asking a question.  Please be patient"
224470.tsv,2008-10-16T18:10:00.000Z,jrib,divinesoul,"so ask it again every 15 minutes or so for people that are new"
128756.tsv,2008-08-31T22:03:00.000Z,jrib,jumpkic1,"apt-cache rdepends"
96067.tsv,2008-10-03T05:54:00.000Z,jrib,KRABEN,"what do you mean?"
226230.tsv,2007-05-17T06:52:00.000Z,jrib,eobanb,"no one was kicked, I removed a ban"
961.tsv,2012-10-08T19:05:00.000Z,jrib,hoechts,"install the 'ubuntu-desktop' package"
224530.tsv,2011-01-30T06:03:00.000Z,jrib,tiffanooo,"well what sort of device is it?"
224530.tsv,2011-01-30T06:06:00.000Z,jrib,tiffanooo,"what does dmesg tell you about the device?  Are you getting errors there?"
225262.tsv,2007-05-28T12:42:00.000Z,jrib,arpharazon,"what are you doing to get that message?"
225262.tsv,2007-05-28T13:05:00.000Z,jrib,arpharazon,"you need the winehq repos for  wine on feisty amd64"
224092.tsv,2006-11-02T10:01:00.000Z,jrib,TaPiOn,"view > stream and media info, don't be afraid to explore the menus"
225765.tsv,2010-11-18T17:02:00.000Z,jrib,jaapvisser,"10.10 is not LTS"
225765.tsv,2010-11-18T17:04:00.000Z,jrib,jaapvisser,"that last bit from ubottu is for 10.04"
225776.tsv,2007-04-22T09:59:00.000Z,jrib,fizz_,"did you try double clicking on an mp3?"
225776.tsv,2007-04-22T09:59:00.000Z,jrib,fizz_,"(in nautilus)"
224826.tsv,2007-04-28T06:39:00.000Z,jrib,spasticteapot,"redirect the output like so:   dmesg > /path/to/some/file     be careful as this overwrites the file"
224826.tsv,2009-01-11T04:09:00.000Z,jrib,spasticteapot,"there's no reason for that, it doesn't make sense"
166526.tsv,2007-05-30T12:54:00.000Z,jrib,soneil,"see above"
226232.tsv,2008-11-20T06:51:00.000Z,jrib,kansan,"system -> administration -> software sources"
225372.tsv,2012-10-19T19:02:00.000Z,jrib,newcomer_,"you want to use sudo/ perform admin tasks?"
225372.tsv,2012-10-19T19:10:00.000Z,jrib,newcomer_,"what says that?  How are you trying to install java?"
225469.tsv,2007-02-06T17:53:00.000Z,jrib,kirby145,"whay do you mean there is no way to get it off?"
225469.tsv,2007-02-06T06:04:00.000Z,jrib,kirby145,"it's to help spread ubuntu"
225316.tsv,2010-11-16T23:15:00.000Z,jrib,erebel55,"it's in ~"
225572.tsv,2011-02-07T00:29:00.000Z,jrib,KE7VYV,"where are you trying to move it exactly?"
225572.tsv,2011-02-07T00:31:00.000Z,jrib,KE7VYV,"use « gksudo nautilus », make sure you know what you are doing (don't overwrite stuff), and close this special nautilus window when you are done"
224249.tsv,2008-05-22T05:07:00.000Z,jrib,Gorden_Frohman3,"pastebin the error"
224249.tsv,2008-05-22T06:01:00.000Z,jrib,Gorden_Frohman3,"exactly what it says"
225129.tsv,2006-12-13T11:30:00.000Z,jrib,DarkCookie,"no, it doesn't"
225129.tsv,2006-12-13T13:47:00.000Z,jrib,DarkCookie,"do not paste here."
224733.tsv,2008-01-28T04:53:00.000Z,jrib,phroughy,"hardy support in #ubuntu+1 only"
225590.tsv,2009-07-27T01:43:00.000Z,jrib,jariep1_,"best to just ask the channel your actual question (on a single line)"
217460.tsv,2006-08-31T09:08:00.000Z,jrib,MZM,"blah 2> file"
224810.tsv,2009-10-20T20:20:00.000Z,jrib,skuld,"use a decent client then..."
225844.tsv,2007-09-02T06:02:00.000Z,jrib,nailhead33,"I'd recommend using nspluginwrapper btw"
157490.tsv,2007-07-20T15:03:00.000Z,jrib,iNcrease,"I like mutt"
85728.tsv,2012-04-06T20:11:00.000Z,jrib,tlvb,"might want to try #upstart as well"
496.tsv,2012-11-26T04:48:00.000Z,jrib,AndroUser-thanig,"most here would probably agree that ubuntu is a good distro for home use...  If you're looking for broader answers try #ubuntu-offtopic or ##linux"
225778.tsv,2008-08-27T03:24:00.000Z,jrib,u2227,"this is a support channel not a dating network.  Please stay on-topic"
225778.tsv,2008-08-27T03:27:00.000Z,jrib,u2227,"system -> preferences -> keyboard shortcuts  might let you change them.  Not sure"
208839.tsv,2006-12-19T08:04:00.000Z,jrib,momal,"libmad0-dev?"
208839.tsv,2007-10-19T16:57:00.000Z,jrib,momal,"what does 'lsb_release -a' return?"
224812.tsv,2006-10-06T06:22:00.000Z,jrib,oxbat,"#ubuntu is for ubuntu support, but there is #ubuntu-offtopic if you just want to chat"
225680.tsv,2010-03-09T07:35:00.000Z,jrib,markdymek_,"stay on the topic of ubuntu support.  You were told this earlier."
224180.tsv,2012-09-21T04:06:00.000Z,jrib,MissionControl,"VillageIdiot: stop now."
224350.tsv,2007-05-19T16:35:00.000Z,jrib,noddaba,"xdpyinfo | grep depth\ of"
225988.tsv,2008-09-07T23:27:00.000Z,jrib,Kephu,"well I have 100mb with two distros in there.  I'd do double or triple that"
226311.tsv,2007-04-15T09:03:00.000Z,jrib,Gaidouri^,"hi, just ask the channel"
225651.tsv,2007-11-03T20:03:00.000Z,jrib,fload,"to do what?"
